Item Group,Parent Item Group,Is Group,Item Group Name,Description,Tags,Level,Category ID,Parent Category ID
Camera Sling Bags,Camera Bags & Cases,0,Camera Sling Bags,,,2,co-1-4-2-6,co-1-4-2
Camera Soft Pouches,Camera Bags & Cases,0,Camera Soft Pouches,,,2,co-1-4-2-7,co-1-4-2
Camera Tote Bags,Camera Bags & Cases,0,Camera Tote Bags,,,2,co-1-4-2-8,co-1-4-2
Camera Underwater Cases,Camera Bags & Cases,0,Camera Underwater Cases,,,2,co-1-4-2-9,co-1-4-2
Camera Backpacks,Cameras & Optics,0,Camera Backpacks,,,1,co-1-4-2-1,
Camera Hard Cases,Cameras & Optics,0,Camera Hard Cases,,,1,co-1-4-2-2,
Camera Holster Bags,Cameras & Optics,0,Camera Holster Bags,,,1,co-1-4-2-3,
Camera Rolling Cases,Cameras & Optics,0,Camera Rolling Cases,,,1,co-1-4-2-4,
Camera Shoulder Bags,Cameras & Optics,0,Camera Shoulder Bags,,,1,co-1-4-2-5,
Camera Sling Bags,Cameras & Optics,0,Camera Sling Bags,,,1,co-1-4-2-6,
Camera Soft Pouches,Cameras & Optics,0,Camera Soft Pouches,,,1,co-1-4-2-7,
Camera Tote Bags,Cameras & Optics,0,Camera Tote Bags,,,1,co-1-4-2-8,
Camera Underwater Cases,Cameras & Optics,0,Camera Underwater Cases,,,1,co-1-4-2-9,
Camera Body Replacement Panels & Doors,Cameras & Optics,0,Camera Body Replacement Panels & Doors,,,1,co-1-4-3,
Camera Digital Backs,Cameras & Optics,0,Camera Digital Backs,,,1,co-1-4-4,
Camera Film,Cameras & Optics,1,Camera Film,,,1,co-1-4-5,
Black & White Film,Camera Film,0,Black & White Film,,,2,co-1-4-5-1,co-1-4-5
Color Negative Film,Camera Film,0,Color Negative Film,,,2,co-1-4-5-2,co-1-4-5
Infrared Film,Camera Film,0,Infrared Film,,,2,co-1-4-5-3,co-1-4-5
Instant Film,Camera Film,0,Instant Film,,,2,co-1-4-5-4,co-1-4-5
Slide Film,Camera Film,0,Slide Film,,,2,co-1-4-5-5,co-1-4-5
Special Effects Film,Camera Film,0,Special Effects Film,,,2,co-1-4-5-6,co-1-4-5
Black & White Film,Cameras & Optics,0,Black & White Film,,,1,co-1-4-5-1,
Color Negative Film,Cameras & Optics,0,Color Negative Film,,,1,co-1-4-5-2,
Infrared Film,Cameras & Optics,0,Infrared Film,,,1,co-1-4-5-3,
Instant Film,Cameras & Optics,0,Instant Film,,,1,co-1-4-5-4,
Slide Film,Cameras & Optics,0,Slide Film,,,1,co-1-4-5-5,
Special Effects Film,Cameras & Optics,0,Special Effects Film,,,1,co-1-4-5-6,
Camera Flash Accessories,Cameras & Optics,0,Camera Flash Accessories,,,1,co-1-4-6,
Camera Flashes,Cameras & Optics,0,Camera Flashes,,,1,co-1-4-7,
Camera Focus Devices,Cameras & Optics,0,Camera Focus Devices,,,1,co-1-4-8,
Camera Gears,Cameras & Optics,0,Camera Gears,,,1,co-1-4-9,
Camera Grips,Cameras & Optics,1,Camera Grips,,,1,co-1-4-10,
Battery Grips,Camera Grips,0,Battery Grips,,,2,co-1-4-10-1,co-1-4-10
Finger Grips,Camera Grips,0,Finger Grips,,,2,co-1-4-10-2,co-1-4-10
Hand Grips,Camera Grips,0,Hand Grips,,,2,co-1-4-10-3,co-1-4-10
Shoulder Grips,Camera Grips,0,Shoulder Grips,,,2,co-1-4-10-4,co-1-4-10
Strap Grips,Camera Grips,0,Strap Grips,,,2,co-1-4-10-5,co-1-4-10
Underwater Grips,Camera Grips,0,Underwater Grips,,,2,co-1-4-10-6,co-1-4-10
Wrist Grips,Camera Grips,0,Wrist Grips,,,2,co-1-4-10-7,co-1-4-10
Battery Grips,Cameras & Optics,0,Battery Grips,,,1,co-1-4-10-1,
Finger Grips,Cameras & Optics,0,Finger Grips,,,1,co-1-4-10-2,
Hand Grips,Cameras & Optics,0,Hand Grips,,,1,co-1-4-10-3,
Shoulder Grips,Cameras & Optics,0,Shoulder Grips,,,1,co-1-4-10-4,
Strap Grips,Cameras & Optics,0,Strap Grips,,,1,co-1-4-10-5,
Underwater Grips,Cameras & Optics,0,Underwater Grips,,,1,co-1-4-10-6,
Wrist Grips,Cameras & Optics,0,Wrist Grips,,,1,co-1-4-10-7,
Camera Image Sensors,Cameras & Optics,0,Camera Image Sensors,,,1,co-1-4-11,
Camera Lens Zoom Units,Cameras & Optics,1,Camera Lens Zoom Units,,,1,co-1-4-12,
Digital Zoom Units,Camera Lens Zoom Units,0,Digital Zoom Units,,,2,co-1-4-12-1,co-1-4-12
Manual Zoom Units,Camera Lens Zoom Units,0,Manual Zoom Units,,,2,co-1-4-12-2,co-1-4-12
Motorized Zoom Units,Camera Lens Zoom Units,0,Motorized Zoom Units,,,2,co-1-4-12-3,co-1-4-12
Optical Zoom Units,Camera Lens Zoom Units,0,Optical Zoom Units,,,2,co-1-4-12-4,co-1-4-12
Servo Zoom Units,Camera Lens Zoom Units,0,Servo Zoom Units,,,2,co-1-4-12-5,co-1-4-12
Digital Zoom Units,Cameras & Optics,0,Digital Zoom Units,,,1,co-1-4-12-1,
Manual Zoom Units,Cameras & Optics,0,Manual Zoom Units,,,1,co-1-4-12-2,
Motorized Zoom Units,Cameras & Optics,0,Motorized Zoom Units,,,1,co-1-4-12-3,
Optical Zoom Units,Cameras & Optics,0,Optical Zoom Units,,,1,co-1-4-12-4,
Servo Zoom Units,Cameras & Optics,0,Servo Zoom Units,,,1,co-1-4-12-5,
Camera Remote Controls,Cameras & Optics,0,Camera Remote Controls,,,1,co-1-4-13,
Camera Replacement Buttons & Knobs,Cameras & Optics,0,Camera Replacement Buttons & Knobs,,,1,co-1-4-14,
Camera Replacement Screens & Displays,Cameras & Optics,0,Camera Replacement Screens & Displays,,,1,co-1-4-15,
Camera Silencers & Sound Blimps,Cameras & Optics,0,Camera Silencers & Sound Blimps,,,1,co-1-4-16,
Camera Stabilizers & Supports,Cameras & Optics,0,Camera Stabilizers & Supports,,,1,co-1-4-17,
Camera Straps,Cameras & Optics,1,Camera Straps,,,1,co-1-4-18,
Belt Straps,Camera Straps,0,Belt Straps,,,2,co-1-4-18-1,co-1-4-18
Chest Straps,Camera Straps,0,Chest Straps,,,2,co-1-4-18-2,co-1-4-18
Hand Straps,Camera Straps,0,Hand Straps,,,2,co-1-4-18-3,co-1-4-18
Harness Straps,Camera Straps,0,Harness Straps,,,2,co-1-4-18-4,co-1-4-18
Neck Straps,Camera Straps,0,Neck Straps,,,2,co-1-4-18-5,co-1-4-18
Quick-Release Straps,Camera Straps,0,Quick-Release Straps,,,2,co-1-4-18-6,co-1-4-18
Shoulder Straps,Camera Straps,0,Shoulder Straps,,,2,co-1-4-18-7,co-1-4-18
Wrist Straps,Camera Straps,0,Wrist Straps,,,2,co-1-4-18-8,co-1-4-18
Belt Straps,Cameras & Optics,0,Belt Straps,,,1,co-1-4-18-1,
Chest Straps,Cameras & Optics,0,Chest Straps,,,1,co-1-4-18-2,
Hand Straps,Cameras & Optics,0,Hand Straps,,,1,co-1-4-18-3,
Harness Straps,Cameras & Optics,0,Harness Straps,,,1,co-1-4-18-4,
Neck Straps,Cameras & Optics,0,Neck Straps,,,1,co-1-4-18-5,
Quick-Release Straps,Cameras & Optics,0,Quick-Release Straps,,,1,co-1-4-18-6,
Shoulder Straps,Cameras & Optics,0,Shoulder Straps,,,1,co-1-4-18-7,
Wrist Straps,Cameras & Optics,0,Wrist Straps,,,1,co-1-4-18-8,
Camera Sun Hoods & Viewfinder Attachments,Cameras & Optics,0,Camera Sun Hoods & Viewfinder Attachments,,,1,co-1-4-19,
Flash Brackets,Cameras & Optics,0,Flash Brackets,,,1,co-1-4-20,
On-Camera Monitors,Cameras & Optics,0,On-Camera Monitors,,,1,co-1-4-21,
Surveillance Camera Accessories,Cameras & Optics,0,Surveillance Camera Accessories,,,1,co-1-4-22,
Underwater Camera Housing Accessories,Cameras & Optics,0,Underwater Camera Housing Accessories,,,1,co-1-4-23,
Underwater Camera Housings,Cameras & Optics,0,Underwater Camera Housings,,,1,co-1-4-24,
Video Camera Lights,Cameras & Optics,0,Video Camera Lights,,,1,co-1-4-25,
Optic Accessories,Cameras & Optics,1,Optic Accessories,,,1,co-1-5,
Binocular & Monocular Accessories,Optic Accessories,0,Binocular & Monocular Accessories,,,2,co-1-5-1,co-1-5
Optics Bags & Cases,Optic Accessories,0,Optics Bags & Cases,,,2,co-1-5-2,co-1-5
Rangefinder Accessories,Optic Accessories,0,Rangefinder Accessories,,,2,co-1-5-3,co-1-5
Spotting Scope Accessories,Optic Accessories,0,Spotting Scope Accessories,,,2,co-1-5-4,co-1-5
Telescope Accessories,Optic Accessories,0,Telescope Accessories,,,2,co-1-5-5,co-1-5
Thermal Optic Accessories,Optic Accessories,0,Thermal Optic Accessories,,,2,co-1-5-6,co-1-5
Weapon Scope & Sight Accessories,Optic Accessories,0,Weapon Scope & Sight Accessories,,,2,co-1-5-7,co-1-5
Binocular & Monocular Accessories,Cameras & Optics,0,Binocular & Monocular Accessories,,,1,co-1-5-1,
Optics Bags & Cases,Cameras & Optics,1,Optics Bags & Cases,,,1,co-1-5-2,
Accessory Cases,Optics Bags & Cases,0,Accessory Cases,,,2,co-1-5-2-1,co-1-5-2
Binocular Cases,Optics Bags & Cases,0,Binocular Cases,,,2,co-1-5-2-2,co-1-5-2
Drone Cases,Optics Bags & Cases,0,Drone Cases,,,2,co-1-5-2-4,co-1-5-2
Lens Bags,Optics Bags & Cases,0,Lens Bags,,,2,co-1-5-2-5,co-1-5-2
Microscope Cases,Optics Bags & Cases,0,Microscope Cases,,,2,co-1-5-2-6,co-1-5-2
Monocular Cases,Optics Bags & Cases,0,Monocular Cases,,,2,co-1-5-2-7,co-1-5-2
Rangefinder Cases,Optics Bags & Cases,0,Rangefinder Cases,,,2,co-1-5-2-8,co-1-5-2
Spotting Scope Cases,Optics Bags & Cases,0,Spotting Scope Cases,,,2,co-1-5-2-9,co-1-5-2
Telescope Bags,Optics Bags & Cases,0,Telescope Bags,,,2,co-1-5-2-10,co-1-5-2
Accessory Cases,Cameras & Optics,0,Accessory Cases,,,1,co-1-5-2-1,
Binocular Cases,Cameras & Optics,0,Binocular Cases,,,1,co-1-5-2-2,
Drone Cases,Cameras & Optics,0,Drone Cases,,,1,co-1-5-2-4,
Microscope Cases,Cameras & Optics,0,Microscope Cases,,,1,co-1-5-2-6,
Monocular Cases,Cameras & Optics,0,Monocular Cases,,,1,co-1-5-2-7,
Rangefinder Cases,Cameras & Optics,0,Rangefinder Cases,,,1,co-1-5-2-8,
Spotting Scope Cases,Cameras & Optics,0,Spotting Scope Cases,,,1,co-1-5-2-9,
Telescope Bags,Cameras & Optics,0,Telescope Bags,,,1,co-1-5-2-10,
Rangefinder Accessories,Cameras & Optics,0,Rangefinder Accessories,,,1,co-1-5-3,
Spotting Scope Accessories,Cameras & Optics,0,Spotting Scope Accessories,,,1,co-1-5-4,
Telescope Accessories,Cameras & Optics,0,Telescope Accessories,,,1,co-1-5-5,
Thermal Optic Accessories,Cameras & Optics,0,Thermal Optic Accessories,,,1,co-1-5-6,
Weapon Scope & Sight Accessories,Cameras & Optics,0,Weapon Scope & Sight Accessories,,,1,co-1-5-7,
Tripod & Monopod Accessories,Cameras & Optics,1,Tripod & Monopod Accessories,,,1,co-1-6,
Tripod & Monopod Cases,Tripod & Monopod Accessories,0,Tripod & Monopod Cases,,,2,co-1-6-1,co-1-6
Tripod & Monopod Heads,Tripod & Monopod Accessories,0,Tripod & Monopod Heads,,,2,co-1-6-2,co-1-6
Tripod Collars & Mounts,Tripod & Monopod Accessories,0,Tripod Collars & Mounts,,,2,co-1-6-3,co-1-6
Tripod Handles,Tripod & Monopod Accessories,0,Tripod Handles,,,2,co-1-6-4,co-1-6
Tripod Spreaders,Tripod & Monopod Accessories,0,Tripod Spreaders,,,2,co-1-6-5,co-1-6
Tripod & Monopod Cases,Cameras & Optics,0,Tripod & Monopod Cases,,,1,co-1-6-1,
Tripod & Monopod Heads,Cameras & Optics,0,Tripod & Monopod Heads,,,1,co-1-6-2,
Tripod Collars & Mounts,Cameras & Optics,0,Tripod Collars & Mounts,,,1,co-1-6-3,
Tripod Handles,Cameras & Optics,0,Tripod Handles,,,1,co-1-6-4,
Tripod Spreaders,Cameras & Optics,0,Tripod Spreaders,,,1,co-1-6-5,
Tripods & Monopods,Cameras & Optics,1,Tripods & Monopods,,,1,co-1-7,
Boom Stands,Tripods & Monopods,0,Boom Stands,,,2,co-1-7-1,co-1-7
Light Stands,Tripods & Monopods,0,Light Stands,,,2,co-1-7-2,co-1-7
Monopods,Tripods & Monopods,0,Monopods,,,2,co-1-7-3,co-1-7
Pocket Tripods,Tripods & Monopods,0,Pocket Tripods,,,2,co-1-7-4,co-1-7
Studio Tripods,Tripods & Monopods,0,Studio Tripods,,,2,co-1-7-5,co-1-7
Tabletop Tripods,Tripods & Monopods,0,Tabletop Tripods,,,2,co-1-7-6,co-1-7
Travel Tripods,Tripods & Monopods,0,Travel Tripods,,,2,co-1-7-7,co-1-7
Underwater Tripods,Tripods & Monopods,0,Underwater Tripods,,,2,co-1-7-9,co-1-7
Video Tripods,Tripods & Monopods,0,Video Tripods,,,2,co-1-7-10,co-1-7
Boom Stands,Cameras & Optics,0,Boom Stands,,,1,co-1-7-1,
Light Stands,Cameras & Optics,0,Light Stands,,,1,co-1-7-2,
Monopods,Cameras & Optics,0,Monopods,,,1,co-1-7-3,
Pocket Tripods,Cameras & Optics,0,Pocket Tripods,,,1,co-1-7-4,
Studio Tripods,Cameras & Optics,0,Studio Tripods,,,1,co-1-7-5,
Tabletop Tripods,Cameras & Optics,0,Tabletop Tripods,,,1,co-1-7-6,
Travel Tripods,Cameras & Optics,0,Travel Tripods,,,1,co-1-7-7,
Underwater Tripods,Cameras & Optics,0,Underwater Tripods,,,1,co-1-7-9,
Video Tripods,Cameras & Optics,0,Video Tripods,,,1,co-1-7-10,
Borescopes,Cameras,0,Borescopes,,,2,co-2-1,co-2
Digital Cameras,Cameras,0,Digital Cameras,,,2,co-2-2,co-2
Disposable Cameras,Cameras,0,Disposable Cameras,,,2,co-2-3,co-2
Film Cameras,Cameras,0,Film Cameras,,,2,co-2-4,co-2
Surveillance Cameras,Cameras,0,Surveillance Cameras,,,2,co-2-5,co-2
Trail Cameras,Cameras,0,Trail Cameras,,,2,co-2-6,co-2
Video Cameras,Cameras,0,Video Cameras,,,2,co-2-7,co-2
Webcams,Cameras,0,Webcams,,,2,co-2-8,co-2
Borescopes,Cameras & Optics,0,Borescopes,,,1,co-2-1,
Digital Cameras,Cameras & Optics,1,Digital Cameras,,,1,co-2-2,
360-Degree Digital Cameras,Digital Cameras,0,360-Degree Digital Cameras,,,2,co-2-2-1,co-2-2
Action Digital Cameras,Digital Cameras,0,Action Digital Cameras,,,2,co-2-2-2,co-2-2
Compact Digital Cameras,Digital Cameras,0,Compact Digital Cameras,,,2,co-2-2-4,co-2-2
Digital Single-Lens Reflex (DSLR) Cameras,Digital Cameras,0,Digital Single-Lens Reflex (DSLR) Cameras,,,2,co-2-2-5,co-2-2
Medium Format Digital Cameras,Digital Cameras,0,Medium Format Digital Cameras,,,2,co-2-2-6,co-2-2
Mirrorless Digital Cameras,Digital Cameras,0,Mirrorless Digital Cameras,,,2,co-2-2-7,co-2-2
Point-and-Shoot Digital Cameras,Digital Cameras,0,Point-and-Shoot Digital Cameras,,,2,co-2-2-8,co-2-2
Rangefinder Digital Cameras,Digital Cameras,0,Rangefinder Digital Cameras,,,2,co-2-2-9,co-2-2
360-Degree Digital Cameras,Cameras & Optics,0,360-Degree Digital Cameras,,,1,co-2-2-1,
Action Digital Cameras,Cameras & Optics,0,Action Digital Cameras,,,1,co-2-2-2,
Compact Digital Cameras,Cameras & Optics,0,Compact Digital Cameras,,,1,co-2-2-4,
Digital Single-Lens Reflex (DSLR) Cameras,Cameras & Optics,0,Digital Single-Lens Reflex (DSLR) Cameras,,,1,co-2-2-5,
Medium Format Digital Cameras,Cameras & Optics,0,Medium Format Digital Cameras,,,1,co-2-2-6,
Mirrorless Digital Cameras,Cameras & Optics,0,Mirrorless Digital Cameras,,,1,co-2-2-7,
Point-and-Shoot Digital Cameras,Cameras & Optics,0,Point-and-Shoot Digital Cameras,,,1,co-2-2-8,
Rangefinder Digital Cameras,Cameras & Optics,0,Rangefinder Digital Cameras,,,1,co-2-2-9,
Disposable Cameras,Cameras & Optics,0,Disposable Cameras,,,1,co-2-3,
Film Cameras,Cameras & Optics,1,Film Cameras,,,1,co-2-4,
Compact Film Cameras,Film Cameras,0,Compact Film Cameras,,,2,co-2-4-1,co-2-4
Instant Film Cameras,Film Cameras,0,Instant Film Cameras,,,2,co-2-4-2,co-2-4
Large Format Film Cameras,Film Cameras,0,Large Format Film Cameras,,,2,co-2-4-3,co-2-4
Medium Format Film Cameras,Film Cameras,0,Medium Format Film Cameras,,,2,co-2-4-4,co-2-4
Rangefinder Film Cameras,Film Cameras,0,Rangefinder Film Cameras,,,2,co-2-4-5,co-2-4
SLR Film Cameras,Film Cameras,0,SLR Film Cameras,,,2,co-2-4-6,co-2-4
Compact Film Cameras,Cameras & Optics,0,Compact Film Cameras,,,1,co-2-4-1,
Instant Film Cameras,Cameras & Optics,0,Instant Film Cameras,,,1,co-2-4-2,
Large Format Film Cameras,Cameras & Optics,0,Large Format Film Cameras,,,1,co-2-4-3,
Medium Format Film Cameras,Cameras & Optics,0,Medium Format Film Cameras,,,1,co-2-4-4,
Rangefinder Film Cameras,Cameras & Optics,0,Rangefinder Film Cameras,,,1,co-2-4-5,
SLR Film Cameras,Cameras & Optics,0,SLR Film Cameras,,,1,co-2-4-6,
Surveillance Cameras,Cameras & Optics,0,Surveillance Cameras,,,1,co-2-5,
Trail Cameras,Cameras & Optics,0,Trail Cameras,,,1,co-2-6,
Video Cameras,Cameras & Optics,1,Video Cameras,,,1,co-2-7,
360-Degree Video Cameras,Video Cameras,0,360-Degree Video Cameras,,,2,co-2-7-1,co-2-7
Action Video Cameras,Video Cameras,0,Action Video Cameras,,,2,co-2-7-2,co-2-7
Camcorders,Video Cameras,0,Camcorders,,,2,co-2-7-4,co-2-7
Cinema Video Cameras,Video Cameras,0,Cinema Video Cameras,,,2,co-2-7-5,co-2-7
Dash Video Cameras,Video Cameras,0,Dash Video Cameras,,,2,co-2-7-6,co-2-7
Drone Video Cameras,Video Cameras,0,Drone Video Cameras,,,2,co-2-7-7,co-2-7
360-Degree Video Cameras,Cameras & Optics,0,360-Degree Video Cameras,,,1,co-2-7-1,
Action Video Cameras,Cameras & Optics,0,Action Video Cameras,,,1,co-2-7-2,
Camcorders,Cameras & Optics,0,Camcorders,,,1,co-2-7-4,
Cinema Video Cameras,Cameras & Optics,0,Cinema Video Cameras,,,1,co-2-7-5,
Dash Video Cameras,Cameras & Optics,0,Dash Video Cameras,,,1,co-2-7-6,
Drone Video Cameras,Cameras & Optics,0,Drone Video Cameras,,,1,co-2-7-7,
Webcams,Cameras & Optics,0,Webcams,,,1,co-2-8,
Binoculars,Optics,0,Binoculars,,,2,co-3-1,co-3
Monoculars,Optics,0,Monoculars,,,2,co-3-2,co-3
Rangefinders,Optics,0,Rangefinders,,,2,co-3-3,co-3
Scopes,Optics,0,Scopes,,,2,co-3-4,co-3
Binoculars,Cameras & Optics,0,Binoculars,,,1,co-3-1,
Monoculars,Cameras & Optics,0,Monoculars,,,1,co-3-2,
Rangefinders,Cameras & Optics,0,Rangefinders,,,1,co-3-3,
Scopes,Cameras & Optics,1,Scopes,,,1,co-3-4,
Spotting Scopes,Scopes,0,Spotting Scopes,,,2,co-3-4-1,co-3-4
Telescopes,Scopes,0,Telescopes,,,2,co-3-4-2,co-3-4
Weapon Scopes & Sights,Scopes,0,Weapon Scopes & Sights,,,2,co-3-4-3,co-3-4
Spotting Scopes,Cameras & Optics,0,Spotting Scopes,,,1,co-3-4-1,
Telescopes,Cameras & Optics,1,Telescopes,,,1,co-3-4-2,
Catadioptric Telescopes,Telescopes,0,Catadioptric Telescopes,,,2,co-3-4-2-1,co-3-4-2
Compound Telescopes,Telescopes,0,Compound Telescopes,,,2,co-3-4-2-2,co-3-4-2
Dobsonian Telescopes,Telescopes,0,Dobsonian Telescopes,,,2,co-3-4-2-3,co-3-4-2
Reflector Telescopes,Telescopes,0,Reflector Telescopes,,,2,co-3-4-2-4,co-3-4-2
Refractor Telescopes,Telescopes,0,Refractor Telescopes,,,2,co-3-4-2-5,co-3-4-2
Solar Telescopes,Telescopes,0,Solar Telescopes,,,2,co-3-4-2-6,co-3-4-2
Catadioptric Telescopes,Cameras & Optics,0,Catadioptric Telescopes,,,1,co-3-4-2-1,
Compound Telescopes,Cameras & Optics,0,Compound Telescopes,,,1,co-3-4-2-2,
Dobsonian Telescopes,Cameras & Optics,0,Dobsonian Telescopes,,,1,co-3-4-2-3,
Reflector Telescopes,Cameras & Optics,0,Reflector Telescopes,,,1,co-3-4-2-4,
Refractor Telescopes,Cameras & Optics,0,Refractor Telescopes,,,1,co-3-4-2-5,
Solar Telescopes,Cameras & Optics,0,Solar Telescopes,,,1,co-3-4-2-6,
Weapon Scopes & Sights,Cameras & Optics,0,Weapon Scopes & Sights,,,1,co-3-4-3,
Darkroom,Photography,0,Darkroom,,,2,co-4-1,co-4
Lighting & Studio,Photography,0,Lighting & Studio,,,2,co-4-2,co-4
Photo Mounting Supplies,Photography,0,Photo Mounting Supplies,,,2,co-4-3,co-4
Photo Negative & Slide Storage,Photography,0,Photo Negative & Slide Storage,,,2,co-4-4,co-4
Darkroom,Cameras & Optics,1,Darkroom,,,1,co-4-1,
Developing & Processing Equipment,Darkroom,0,Developing & Processing Equipment,,,2,co-4-1-1,co-4-1
Enlarging Equipment,Darkroom,0,Enlarging Equipment,,,2,co-4-1-2,co-4-1
Photographic Chemicals,Darkroom,0,Photographic Chemicals,,,2,co-4-1-3,co-4-1
Photographic Paper,Darkroom,0,Photographic Paper,,,2,co-4-1-4,co-4-1
Safelights,Darkroom,0,Safelights,,,2,co-4-1-5,co-4-1
Developing & Processing Equipment,Cameras & Optics,1,Developing & Processing Equipment,,,1,co-4-1-1,
Copystands,Developing & Processing Equipment,0,Copystands,,,2,co-4-1-1-1,co-4-1-1
Darkroom Sinks,Developing & Processing Equipment,0,Darkroom Sinks,,,2,co-4-1-1-2,co-4-1-1
Developing Tanks & Reels,Developing & Processing Equipment,0,Developing Tanks & Reels,,,2,co-4-1-1-3,co-4-1-1
"Print Trays, Washers & Dryers",Developing & Processing Equipment,0,"Print Trays, Washers & Dryers",,,2,co-4-1-1-4,co-4-1-1
Retouching Equipment & Supplies,Developing & Processing Equipment,0,Retouching Equipment & Supplies,,,2,co-4-1-1-5,co-4-1-1
Copystands,Cameras & Optics,0,Copystands,,,1,co-4-1-1-1,
Darkroom Sinks,Cameras & Optics,0,Darkroom Sinks,,,1,co-4-1-1-2,
Developing Tanks & Reels,Cameras & Optics,0,Developing Tanks & Reels,,,1,co-4-1-1-3,
"Print Trays, Washers & Dryers",Cameras & Optics,1,"Print Trays, Washers & Dryers",,,1,co-4-1-1-4,
Film Dryers,"Print Trays, Washers & Dryers",0,Film Dryers,,,2,co-4-1-1-4-1,co-4-1-1-4
Film Washers,"Print Trays, Washers & Dryers",0,Film Washers,,,2,co-4-1-1-4-2,co-4-1-1-4
Print Dryers,"Print Trays, Washers & Dryers",0,Print Dryers,,,2,co-4-1-1-4-3,co-4-1-1-4
Print Tongs,"Print Trays, Washers & Dryers",0,Print Tongs,,,2,co-4-1-1-4-4,co-4-1-1-4
Print Trays,"Print Trays, Washers & Dryers",0,Print Trays,,,2,co-4-1-1-4-5,co-4-1-1-4
Print Washers,"Print Trays, Washers & Dryers",0,Print Washers,,,2,co-4-1-1-4-6,co-4-1-1-4
Film Dryers,Cameras & Optics,0,Film Dryers,,,1,co-4-1-1-4-1,
Film Washers,Cameras & Optics,0,Film Washers,,,1,co-4-1-1-4-2,
Print Dryers,Cameras & Optics,0,Print Dryers,,,1,co-4-1-1-4-3,
Print Tongs,Cameras & Optics,0,Print Tongs,,,1,co-4-1-1-4-4,
Print Trays,Cameras & Optics,0,Print Trays,,,1,co-4-1-1-4-5,
Print Washers,Cameras & Optics,0,Print Washers,,,1,co-4-1-1-4-6,
Retouching Equipment & Supplies,Cameras & Optics,0,Retouching Equipment & Supplies,,,1,co-4-1-1-5,
Enlarging Equipment,Cameras & Optics,1,Enlarging Equipment,,,1,co-4-1-2,
Darkroom Easels,Enlarging Equipment,0,Darkroom Easels,,,2,co-4-1-2-1,co-4-1-2
Darkroom Timers,Enlarging Equipment,0,Darkroom Timers,,,2,co-4-1-2-2,co-4-1-2
Focusing Aids,Enlarging Equipment,0,Focusing Aids,,,2,co-4-1-2-3,co-4-1-2
Photographic Analyzers,Enlarging Equipment,0,Photographic Analyzers,,,2,co-4-1-2-4,co-4-1-2
Photographic Enlargers,Enlarging Equipment,0,Photographic Enlargers,,,2,co-4-1-2-5,co-4-1-2
Darkroom Easels,Cameras & Optics,0,Darkroom Easels,,,1,co-4-1-2-1,
Darkroom Timers,Cameras & Optics,0,Darkroom Timers,,,1,co-4-1-2-2,
Focusing Aids,Cameras & Optics,0,Focusing Aids,,,1,co-4-1-2-3,
Photographic Analyzers,Cameras & Optics,0,Photographic Analyzers,,,1,co-4-1-2-4,
Photographic Enlargers,Cameras & Optics,0,Photographic Enlargers,,,1,co-4-1-2-5,
Photographic Chemicals,Cameras & Optics,1,Photographic Chemicals,,,1,co-4-1-3,
Bleaches,Photographic Chemicals,0,Bleaches,,,2,co-4-1-3-1,co-4-1-3
Film Developers,Photographic Chemicals,0,Film Developers,,,2,co-4-1-3-2,co-4-1-3
Film Hardeners,Photographic Chemicals,0,Film Hardeners,,,2,co-4-1-3-3,co-4-1-3
Fixers,Photographic Chemicals,0,Fixers,,,2,co-4-1-3-4,co-4-1-3
Hypo Clearing Agents,Photographic Chemicals,0,Hypo Clearing Agents,,,2,co-4-1-3-5,co-4-1-3
Paper Developers,Photographic Chemicals,0,Paper Developers,,,2,co-4-1-3-6,co-4-1-3
Reversal Baths,Photographic Chemicals,0,Reversal Baths,,,2,co-4-1-3-7,co-4-1-3
Stop Baths,Photographic Chemicals,0,Stop Baths,,,2,co-4-1-3-8,co-4-1-3
Toners,Photographic Chemicals,0,Toners,,,2,co-4-1-3-9,co-4-1-3
Wetting Agents,Photographic Chemicals,0,Wetting Agents,,,2,co-4-1-3-10,co-4-1-3
Bleaches,Cameras & Optics,0,Bleaches,,,1,co-4-1-3-1,
Film Developers,Cameras & Optics,0,Film Developers,,,1,co-4-1-3-2,
Film Hardeners,Cameras & Optics,0,Film Hardeners,,,1,co-4-1-3-3,
Fixers,Cameras & Optics,0,Fixers,,,1,co-4-1-3-4,
Hypo Clearing Agents,Cameras & Optics,0,Hypo Clearing Agents,,,1,co-4-1-3-5,
Paper Developers,Cameras & Optics,0,Paper Developers,,,1,co-4-1-3-6,
Reversal Baths,Cameras & Optics,0,Reversal Baths,,,1,co-4-1-3-7,
Stop Baths,Cameras & Optics,0,Stop Baths,,,1,co-4-1-3-8,
Toners,Cameras & Optics,0,Toners,,,1,co-4-1-3-9,
Wetting Agents,Cameras & Optics,0,Wetting Agents,,,1,co-4-1-3-10,
Photographic Paper,Cameras & Optics,0,Photographic Paper,,,1,co-4-1-4,
Safelights,Cameras & Optics,0,Safelights,,,1,co-4-1-5,
Lighting & Studio,Cameras & Optics,1,Lighting & Studio,,,1,co-4-2,
Light Meter Accessories,Lighting & Studio,0,Light Meter Accessories,,,2,co-4-2-1,co-4-2
Light Meters,Lighting & Studio,0,Light Meters,,,2,co-4-2-2,co-4-2
